07/05/2018,TOR HYD ELEC K3R3Q4 ,107.91,,4053.17
07/19/2018,ENBRIDGE     U6H6Z2 ,42.53,,4010.64
07/30/2018,TOR HYD ELEC Y5H8K7 ,244.03,,3766.61
07/30/2018,TOR UTILITY  Y5H8K8 ,199.91,,3566.70
07/31/2018,PTS TO:  13283303621,10.00,,3556.70
07/31/2018,PASSBOOK FEE        ,2.25,,3554.45
07/31/2018,MONTHLY ACCOUNT FEE ,3.95,,3550.50
07/31/2018,ACCT BAL REBATE     ,,3.95,3554.45
