04/02/2018,TOR HYD ELEC Y4W8W9 ,98.35,,6447.18
04/09/2018,TOR UTILITY  A6K5Y9 ,177.82,,6269.36
04/16/2018,ENBRIDGE     J7X4L4 ,168.19,,6101.17
04/30/2018,PTS TO:  13283303621,10.00,,6091.17
04/30/2018,TOR HYD ELEC U5L8Q6 ,112.66,,5978.51
04/30/2018,PASSBOOK FEE        ,2.25,,5976.26
04/30/2018,MONTHLY ACCOUNT FEE ,3.95,,5972.31
04/30/2018,ACCT BAL REBATE     ,,3.95,5976.26
