03/04/2019,TOR HYD ELEC K3W2U3 ,102.47,,2178.06
03/25/2019,ENBRIDGE GAS X7R7Q7 ,196.67,,1981.39
03/29/2019,PTS TO:  13283303621,10.00,,1971.39
03/29/2019,PASSBOOK FEE        ,2.25,,1969.14
03/29/2019,MONTHLY ACCOUNT FEE ,3.95,,1965.19
