06/07/2018,TORONTO TAX  R6Q9H5 ,1518.45,,4333.69
06/07/2018,TOR HYD ELEC R6Q9H8 ,89.35,,4244.34
06/20/2018,ENBRIDGE     Y8Z5Q3 ,71.01,,4173.33
06/29/2018,PTS TO:  13283303621,10.00,,4163.33
06/29/2018,PASSBOOK FEE        ,2.25,,4161.08
06/29/2018,MONTHLY ACCOUNT FEE ,3.95,,4157.13
06/29/2018,ACCT BAL REBATE     ,,3.95,4161.08
