05/22/2018,ENBRIDGE     H6H2Y8 ,111.87,,5864.39
05/31/2018,PTS TO:  13283303621,10.00,,5854.39
05/31/2018,MONTHLY ACCOUNT FEE ,3.95,,5850.44
05/31/2018,ACCT BAL REBATE     ,,3.95,5854.39
05/31/2018,PASSBOOK FEE        ,2.25,,5852.14
