01/07/2019,TOR HYD ELEC Y7A4K4 ,88.83,,4441.40
01/17/2019,ENBRIDGE GAS H8Q4X4 ,175.94,,4265.46
01/31/2019,PTS TO:  13283303621,10.00,,4255.46
01/31/2019,PASSBOOK FEE        ,2.25,,4253.21
01/31/2019,MONTHLY ACCOUNT FEE ,3.95,,4249.26
01/31/2019,ACCT BAL REBATE     ,,3.95,4253.21
