03/05/2018,TRANSFER            ,,4000.00,6815.29
03/05/2018,                    ,0.00,,6815.29
03/05/2018,TOR HYD ELEC  K3A5J4,100.76,,6714.53
03/05/2018,                    ,0.00,,6714.53
03/19/2018,ENBRIDGE     R5H8Q5 ,156.75,,6557.78
03/29/2018,PTS TO:  13283303621,10.00,,6547.78
03/29/2018,PASSBOOK FEE        ,2.25,,6545.53
03/29/2018,MONTHLY ACCOUNT FEE ,3.95,,6541.58
03/29/2018,ACCT BAL REBATE     ,,3.95,6545.53
