11/06/2017,TOR HYD ELEC K3R6A9 ,89.19,,3465.60
11/20/2017,ENBRIDGE     U3K8Q5 ,80.30,,3385.30
11/27/2017,TOR UTILITY  X4L6A5 ,191.12,,3194.18
11/30/2017,PTS TO:  13283303621,10.00,,3184.18
11/30/2017,PASSBOOK FEE        ,2.25,,3181.93
11/30/2017,MONTHLY ACCOUNT FEE ,3.95,,3177.98
11/30/2017,ACCT BAL REBATE     ,,3.95,3181.93
