10/22/2018,ENBRIDGE     Z3W3A7 ,70.45,,6174.55
10/29/2018,TOR HYD ELEC H4Y5L6 ,74.49,,6100.06
10/31/2018,PTS TO:  13283303621,10.00,,6090.06
10/31/2018,PASSBOOK FEE        ,2.25,,6087.81
10/31/2018,MONTHLY ACCOUNT FEE ,3.95,,6083.86
10/31/2018,ACCT BAL REBATE     ,,3.95,6087.81
