01/08/2018,TOR HYD ELEC X3Q2X8 ,96.84,,4780.83
01/15/2018,                    ,0.00,,4780.83
01/15/2018,ENBRIDGE     Z4Z2U4 ,221.74,,4559.09
01/29/2018,TORONTO TAX  K7R6J9 ,1417.58,,3141.51
01/31/2018,PTS TO:  13283303621,10.00,,3131.51
01/31/2018,PASSBOOK FEE        ,2.25,,3129.26
01/31/2018,MONTHLY ACCOUNT FEE ,3.95,,3125.31
01/31/2018,ACCT BAL REBATE     ,,3.95,3129.26
